id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
1777,CYJA,small_airport,Jasper Airport,52.996418,-118.060233,3350.0,,CA,CA-AB,Jasper,no,CYJA,YJA,,,https://en.wikipedia.org/wiki/Jasper_Airport,
1778,CYJF,medium_airport,Fort Liard Airport,60.2358016968,-123.46900177,708.0,,CA,CA-NT,Fort Liard,no,CYJF,YJF,,,https://en.wikipedia.org/wiki/Fort_Liard_Airport,YJF
1779,CYJM,small_airport,Fort St James Airport,54.39720153808594,-124.26300048828124,2364.0,,CA,CA-BC,Fort St. James,no,CYJM,,,,https://en.wikipedia.org/wiki/Fort_St._James_(Perison)_Airport,YJM
1780,CYJN,medium_airport,St Jean Airport,45.29439926147461,-73.28109741210938,136.0,,CA,CA-QC,St Jean,no,CYJN,YJN,,,https://en.wikipedia.org/wiki/St-Jean_Airport,
1781,CYJP,small_airport,Fort Providence Airport,61.31940078735352,-117.6060028076172,524.0,,CA,CA-NT,Fort Providence,no,CYJP,,,,https://en.wikipedia.org/wiki/Fort_Providence_Airport,YJP
1782,CYJQ,small_airport,Denny Island Airport,52.136474,-128.056182,162.0,,CA,CA-BC,Denny Island,no,CYJQ,,,,https://en.wikipedia.org/wiki/Bella_Bella_(Denny_Island)_Airport,YJQ
1783,CYJT,medium_airport,Dymond Airport,48.544201,-58.549999,84.0,,CA,CA-NL,Stephenville,no,CYJT,YJT,,https://cyjt.com/,https://en.wikipedia.org/wiki/Stephenville_Airport,Ernest Harmon AFB
1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,1133.0,,CA,CA-BC,Kamloops,yes,CYKA,YKA,,,https://en.wikipedia.org/wiki/Kamloops_Airport,Fulton
1785,CYKC,small_airport,Collins Bay Airport,58.2360992432,-103.678001404,1341.0,,CA,CA-SK,Collins Bay,no,CYKC,YKC,,,https://en.wikipedia.org/wiki/Collins_Bay_Airport,YKC
1786,CYKD,small_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23.0,,CA,CA-NT,Aklavik,yes,CYKD,LAK,,,https://en.wikipedia.org/wiki/Aklavik_Airport,YKD
1787,CYKF,medium_airport,Region of Waterloo International Airport,43.4608,-80.378601,1054.0,,CA,CA-ON,Breslau,yes,CYKF,YKF,,http://www.waterlooairport.ca/,https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport,"Breslau, Kitchener, Waterloo, Cambridge, YKF"
1788,CYKG,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,61.5886,-71.929398,501.0,,CA,CA-QC,Kangiqsujuaq,yes,CYKG,YWB,,,https://en.wikipedia.org/wiki/Kangiqsujuaq_(Wakeham_Bay)_Airport,
1789,CYKJ,medium_airport,Key Lake Airport,57.25609970092773,-105.61799621582033,1679.0,,CA,CA-SK,Key Lake,no,CYKJ,YKJ,,,https://en.wikipedia.org/wiki/Key_Lake_Airport,
1790,CYKL,medium_airport,Schefferville Airport,54.805301666259766,-66.8052978515625,1709.0,,CA,CA-QC,Schefferville,yes,CYKL,YKL,,,https://en.wikipedia.org/wiki/Schefferville_Airport,
1340,CYKM,medium_airport,Kincardine Municipal Airport,44.201401,-81.606697,772.0,,CA,CA-ON,Kincardine,no,CYKM,YKD,CYKM,http://www.kincardineairport.com/,https://en.wikipedia.org/wiki/Kincardine_Airport,"NS7, CNS7"
1791,CYKO,small_airport,Akulivik Airport,60.8186,-78.148598,75.0,,CA,CA-QC,Akulivik,yes,CYKO,AKV,,,https://en.wikipedia.org/wiki/Akulivik_Airport,YKO
1792,CYKQ,small_airport,Waskaganish Airport,51.473301,-78.758301,80.0,,CA,CA-QC,Waskaganish,yes,CYKQ,YKQ,,,https://en.wikipedia.org/wiki/Waskaganish_Airport,
1793,CYKX,medium_airport,Kirkland Lake Airport,48.21030044555664,-79.98139953613281,1157.0,,CA,CA-ON,Kirkland Lake,no,CYKX,YKX,,,https://en.wikipedia.org/wiki/Kirkland_Lake_Airport,
1794,CYKY,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,2277.0,,CA,CA-SK,Kindersley,no,CYKY,YKY,YKY,,https://en.wikipedia.org/wiki/Kindersley_Airport,YKY
1795,CYKZ,closed,Buttonville Municipal Airport,43.862202,-79.370003,650.0,,CA,CA-ON,Toronto,no,,,,http://www.torontoairways.com/,https://en.wikipedia.org/wiki/Toronto/Buttonville_Municipal_Airport,"YTO, CYKZ, YKZ"
1796,CYLA,small_airport,Aupaluk Airport,59.2967,-69.599701,119.0,,CA,CA-QC,Aupaluk,yes,CYLA,YPJ,,,https://en.wikipedia.org/wiki/Aupaluk_Airport,YLA
1797,CYLB,small_airport,Lac La Biche Airport,54.7703018188,-112.031997681,1884.0,,CA,CA-AB,Lac La Biche,no,CYLB,YLB,,,https://en.wikipedia.org/wiki/Lac_La_Biche_Airport,YLB
1798,CYLC,small_airport,Kimmirut Airport,62.848253,-69.877853,175.0,,CA,CA-NU,Kimmirut,yes,CYLC,YLC,,,https://en.wikipedia.org/wiki/Kimmirut_Airport,Lake Harbour
1799,CYLD,medium_airport,Chapleau Airport,47.81999969482422,-83.3467025756836,1470.0,,CA,CA-ON,Chapleau,no,CYLD,YLD,,,https://en.wikipedia.org/wiki/Chapleau_Airport,
1800,CYLH,small_airport,Lansdowne House Airport,52.195599,-87.934196,834.0,,CA,CA-ON,Lansdowne House,yes,CYLH,YLH,,,https://en.wikipedia.org/wiki/Lansdowne_House_Airport,
639,CYLI,small_airport,Lillooet Airport,50.674702,-121.893997,1320.0,,CA,CA-BC,Lillooet,no,CYLI,,,,https://en.wikipedia.org/wiki/Lillooet_Airport,"AR3, CAR3"
1801,CYLJ,medium_airport,Meadow Lake Airport,54.125301361083984,-108.52300262451172,1576.0,,CA,CA-SK,Meadow Lake,no,CYLJ,YLJ,,,https://en.wikipedia.org/wiki/Meadow_Lake_Airport,
1802,CYLK,small_airport,Lutselk'e Airport,62.417823,-110.682793,596.0,,CA,CA-NT,Lutselk'e,yes,CYLK,YSG,,,https://en.wikipedia.org/wiki/Lutselk'e_Airport,"YLK, EL3, Snowdrift Airport"
1803,CYLL,medium_airport,Lloydminster Airport,53.3092,-110.072998,2193.0,,CA,CA-AB,Lloydminster,yes,CYLL,YLL,,,https://en.wikipedia.org/wiki/Lloydminster_Airport,
1804,CYLQ,small_airport,La Tuque Airport,47.4096984863,-72.7889022827,548.0,,CA,CA-QC,La Tuque,no,CYLQ,YLQ,,,https://en.wikipedia.org/wiki/La_Tuque_Airport,YLQ
1805,CYLR,medium_airport,Leaf Rapids Airport,56.513301849365234,-99.98529815673828,959.0,,CA,CA-MB,Leaf Rapids,no,CYLR,YLR,,,https://en.wikipedia.org/wiki/Leaf_Rapids_Airport,
1293,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,972.0,,CA,CA-ON,Barrie,yes,CYLS,YLK,CYLS,http://www.lakesimcoeairport.com/,https://en.wikipedia.org/wiki/Barrie-Orillia_(Lake_Simcoe_Regional)_Airport,"NB9, CNB9, Oro Station"
1806,CYLT,medium_airport,Alert Airport,82.517799,-62.280602,100.0,,CA,CA-NU,Alert,no,CYLT,YLT,,,https://en.wikipedia.org/wiki/Alert_Airport,YLT
1807,CYLU,small_airport,Kangiqsualujjuaq (Georges River) Airport,58.711399,-65.992798,215.0,,CA,CA-QC,Kangiqsualujjuaq,yes,CYLU,XGR,,,https://en.wikipedia.org/wiki/Kangiqsualujjuaq_(Georges_River)_Airport,YLU
1808,CYLW,medium_airport,Kelowna International Airport,49.9561,-119.377998,1421.0,,CA,CA-BC,Kelowna,yes,CYLW,YLW,,http://www.kelowna.ca/CM/Page68.aspx,https://en.wikipedia.org/wiki/Kelowna_International_Airport,"Kelowna, Okanagan"
17057,CYM,seaplane_base,Chatham Seaplane Base,57.5149,-134.945999,,,US,US-AK,Chatham,yes,05AA,CYM,05AA,,https://en.wikipedia.org/wiki/Chatham_Seaplane_Base,CYM
1809,CYMA,medium_airport,Mayo Airport,63.61640167236328,-135.8679962158203,1653.0,,CA,CA-YT,Mayo,no,CYMA,YMA,,,https://en.wikipedia.org/wiki/Mayo_Airport,
1810,CYME,medium_airport,Matane Airport,48.85689926147461,-67.45330047607422,102.0,,CA,CA-QC,Matane,no,CYME,YME,,,https://en.wikipedia.org/wiki/Matane_Airport,
1811,CYMG,medium_airport,Manitouwadge Airport,49.08390045166016,-85.86060333251953,1198.0,,CA,CA-ON,Manitouwadge,no,CYMG,YMG,,,https://en.wikipedia.org/wiki/Manitouwadge_Airport,
1812,CYMH,small_airport,Mary's Harbour Airport,52.302837,-55.847433,38.0,,CA,CA-NL,Mary's Harbour,yes,CYMH,YMH,,,https://en.wikipedia.org/wiki/Mary's_Harbour_Airport,
1813,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016,1892.0,,CA,CA-SK,Moose Jaw,no,CYMJ,YMJ,,,https://en.wikipedia.org/wiki/Moose_Jaw/Air_Vice_Marshal_C.M._McEwen_Airport,CFB Moose Jaw
1814,CYML,medium_airport,Charlevoix Airport,47.59749984741211,-70.2238998413086,977.0,,CA,CA-QC,Charlevoix,no,CYML,YML,,,https://en.wikipedia.org/wiki/Charlevoix_Airport,
1815,CYMM,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,1211.0,,CA,CA-AB,Fort McMurray,yes,CYMM,YMM,,,https://en.wikipedia.org/wiki/Fort_McMurray_Airport,
1816,CYMO,medium_airport,Moosonee Airport,51.29109954833984,-80.60780334472656,30.0,,CA,CA-ON,Moosonee,yes,CYMO,YMO,,,https://en.wikipedia.org/wiki/Moosonee_Airport,
1817,CYMT,medium_airport,Chapais Airport,49.77190017700195,-74.5280990600586,1270.0,,CA,CA-QC,Chibougamau,yes,CYMT,YMT,,,https://en.wikipedia.org/wiki/Chibougamau/Chapais_Airport,
1818,CYMU,small_airport,Umiujaq Airport,56.536098,-76.518303,250.0,,CA,CA-QC,Umiujaq,yes,CYMU,YUD,,,https://en.wikipedia.org/wiki/Umiujaq_Airport,YMU
1819,CYMW,small_airport,Maniwaki Airport,46.2728,-75.990601,656.0,,CA,CA-QC,Messines,no,CYMW,YMW,YMW,,https://en.wikipedia.org/wiki/Maniwaki_Airport,YMW
1820,CYMX,medium_airport,Montreal International (Mirabel) Airport,45.679501,-74.038696,270.0,,CA,CA-QC,Montréal,no,CYMX,YMX,,,https://en.wikipedia.org/wiki/Montr%C3%A9al-Mirabel_International_Airport,YMQ
1821,CYMY,small_airport,Ear Falls Airport,50.71780014038086,-93.38359832763672,1269.0,,CA,CA-ON,Ear Falls,no,CYMY,,,,https://en.wikipedia.org/wiki/Ear_Falls_Airport,YMY
320826,CYN6,seaplane_base,Gravenhurst/Muskoka Bay Seaplane Base,44.9438,-79.4045,742.0,,CA,CA-ON,Gravenhurst,no,CYN6,,CYN6,,https://en.wikipedia.org/wiki/Gravenhurst/Muskoka_Bay_Water_Aerodrome,
1822,CYNA,medium_airport,Natashquan Airport,50.190114,-61.78898,39.0,,CA,CA-QC,Natashquan,yes,CYNA,YNA,,,https://en.wikipedia.org/wiki/Natashquan_Airport,
1823,CYNC,small_airport,Wemindji Airport,53.010601,-78.8311,66.0,,CA,CA-QC,Wemindji,yes,CYNC,YNC,,,https://en.wikipedia.org/wiki/Wemindji_Airport,
1824,CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211.0,,CA,CA-QC,Gatineau,yes,CYND,YND,CYND,http://www.ego-airport.ca/english/propos_ego/,https://en.wikipedia.org/wiki/Ottawa-Gatineau_Airport,YND
1825,CYNE,small_airport,Norway House Airport,53.958302,-97.8442,734.0,,CA,CA-MB,Norway House,yes,CYNE,YNE,,,https://en.wikipedia.org/wiki/Norway_House_Airport,
1826,CYNH,small_airport,Hudson's Hope Airport,56.035142,-121.978326,2220.0,,CA,CA-BC,Hudson's Hope,no,CYNH,YNH,,,https://en.wikipedia.org/wiki/Hudson's_Hope_Airport,YNH
1827,CYNJ,medium_airport,Langley Airport,49.1008,-122.630997,34.0,,CA,CA-BC,Langley,no,CYNJ,YLY,,,https://en.wikipedia.org/wiki/Langley_Regional_Airport,YNJ
1828,CYNL,medium_airport,Points North Landing Airport,58.27669906616211,-104.08200073242188,1605.0,,CA,CA-SK,Points North Landing,yes,CYNL,YNL,,,https://en.wikipedia.org/wiki/Points_North_Landing_Airport,
1829,CYNM,medium_airport,Matagami Airport,49.76169967651367,-77.80280303955078,918.0,,CA,CA-QC,Matagami,no,CYNM,YNM,,,https://en.wikipedia.org/wiki/Matagami_Airport,
1830,CYNN,medium_airport,Nejanilini Lake Airport,59.4874992371,-97.7802963257,1000.0,,CA,CA-MB,Nejanilini Lake,no,CYNN,,,,https://en.wikipedia.org/wiki/Nejanilini_Lake_Airport,
1831,CYNR,small_airport,Fort Mackay / Horizon Airport,57.3816986084,-111.700996399,916.0,,CA,CA-AB,Fort Mackay,no,CYNR,HZP,CYNR,,https://en.wikipedia.org/wiki/Fort_MacKay/Horizon_Airport,YNR
1832,CYOA,medium_airport,Ekati Airport,64.6988983154,-110.614997864,1536.0,,CA,CA-NT,Ekati,no,CYOA,YOA,,,https://en.wikipedia.org/wiki/Ekati_Airport,YOA
1833,CYOC,small_airport,Old Crow Airport,67.570602,-139.839005,824.0,,CA,CA-YT,Old Crow,yes,CYOC,YOC,,,https://en.wikipedia.org/wiki/Old_Crow_Airport,
1834,CYOD,medium_airport,CFB Cold Lake,54.40499877929688,-110.27899932861328,1775.0,,CA,CA-AB,Cold Lake,no,CYOD,YOD,,,https://en.wikipedia.org/wiki/CFB_Cold_Lake,
1835,CYOH,small_airport,Oxford House Airport,54.9333,-95.2789,663.0,,CA,CA-MB,Oxford House,yes,CYOH,YOH,,,https://en.wikipedia.org/wiki/Oxford_House_Airport,
1836,CYOJ,medium_airport,High Level Airport,58.62139892578125,-117.16500091552734,1110.0,,CA,CA-AB,High Level,yes,CYOJ,YOJ,,,https://en.wikipedia.org/wiki/High_Level_Airport,
1837,CYOO,medium_airport,Oshawa Executive Airport,43.922798,-78.894997,460.0,,CA,CA-ON,Oshawa,no,CYOO,YOO,CYOO,http://www.oshawa-airport.com/,https://en.wikipedia.org/wiki/Oshawa_Airport,
1838,CYOP,medium_airport,Rainbow Lake Airport,58.491402,-119.407997,1759.0,,CA,CA-AB,Rainbow Lake,no,CYOP,YOP,,,https://en.wikipedia.org/wiki/Rainbow_Lake_Airport,
1839,CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.5903015137,-80.8375015259,1007.0,,CA,CA-ON,Owen Sound,no,CYOS,YOS,,,https://en.wikipedia.org/wiki/Owen_Sound/Billy_Bishop_Regional_Airport,YOS
